,ssb_avg_res_depth,ssb_ca_depth,ssb_file
0,2.46698198072,2.64194616075,PHOE_ECOLI_model1.pdb
1,2.41418108544,2.62788321506,OMPC_ECOLI_model1.pdb
2,2.73179716691,2.81529490617,NAGK_ECOLI_model1.pdb
3,1.98012019164,2.19504809554,OMPA_ECOLI_model1.pdb
4,1.98250530252,2.28069571777,OMPG_ECOLI_model1.pdb
5,2.13843021549,2.45444792505,OMPL_ECOLI_model1.pdb
6,2.38023167644,2.58418215319,OMPN_ECOLI_model1.pdb
7,2.32636599564,2.5117577083,OMPF_ECOLI_model1.pdb
8,3.18220356754,3.27673829293,1u8f.pdb
9,3.5846157865,4.08034864701,1mot.pdb
